,Price,Total_Sqft,Location,BHK,Price_Per_Sqft
5539,3268000,720,Garia,2,4538
5540,3500000,720,Garia,2,4861
5544,7500000,1293,Garia,3,5800
5547,9450000,892,Garia,2,10594
5548,6820000,925,Garia,3,7372
5552,10000000,1120,Garia,3,8928
5553,5900000,971,Garia,2,6076
5554,7000000,1234,Garia,3,5672
5557,5280000,971,Garia,2,5437
5560,11000000,971,Garia,2,11328
5562,2000000,971,Garia,2,2059
5563,7087000,960,Garia,2,7382
5564,4620000,971,Garia,2,4757
5568,4700000,920,Garia,2,5108
5569,5217000,892,Garia,2,5848
5570,8441000,892,Garia,2,9463
5571,6094000,971,Garia,2,6276
5574,8300000,1022,Garia,3,8121
5575,5764000,952,Garia,2,6054
5578,13000000,1361,Garia,3,9551
5579,8600000,971,Garia,2,8856
5581,3400000,960,Garia,2,3541
5582,3127000,892,Garia,2,3505
5584,11100000,1361,Garia,3,8155
5585,11900000,1174,Garia,3,10136
5586,10100000,1174,Garia,3,8603
5587,13500000,1122,Garia,2,12032
5589,9137000,1026,Garia,3,8905
5591,6552000,892,Garia,2,7345
5592,6555000,971,Garia,2,6750
5593,13000000,1262,Garia,3,10301
5594,6484000,910,Garia,2,7125
5596,5465000,1139,Garia,2,4798
5598,4316000,948,Garia,2,4552
5600,8370999,966,Garia,2,8665
5604,7143000,1174,Garia,3,6084
5606,10100000,1120,Garia,3,9017
5609,6669000,971,Garia,2,6868
5610,9200000,1120,Garia,3,8214
5611,9996000,1310,Garia,2,7630
5612,10100000,1500,Garia,3,6733
5613,10500000,1450,Garia,3,7241
5615,8988000,1621,Garia,3,5544
5616,14900000,1260,Garia,3,11825
5617,7373999,918,Garia,2,8032
5618,8400000,1361,Garia,3,6171
5619,8164000,1174,Garia,3,6954
5620,6328000,971,Garia,2,6516
5621,20700000,2320,Gariahat,4,8922
5622,5500000,1300,Gariahat,3,4230
5623,13500000,1750,Gariahat,3,7714
5624,6500000,1250,Gariahat,3,5200
5625,7200000,1050,Gariahat,2,6857
5626,8000000,2405,Gariahat,4,3326
5627,32500000,4891,Gariahat,5,6644
5628,14100000,4891,Gariahat,5,2882
5629,6000000,400,Ghansoli,1,15000
5630,6000000,660,Ghansoli,1,9090
5631,19200000,1365,Ghansoli,3,14065
5632,29000000,1140,Ghansoli,2,25438
5634,16000000,1400,Ghansoli,2,11428
5636,12000000,1145,Ghansoli,2,10480
5637,12500000,925,Ghansoli,2,13513
5638,13000000,1145,Ghansoli,2,11353
5639,8900000,1050,Ghansoli,2,8476
5641,16500000,695,Ghansoli,1,23741
5642,11000000,1100,Ghansoli,2,10000
5643,9800000,905,Ghansoli,2,10828
5644,15500000,1200,Ghansoli,2,12916
5645,9000000,1205,Ghansoli,2,7468
5648,14000000,1200,Ghansoli,2,11666
5649,19000000,900,Ghansoli,2,21111
5650,18500000,1200,Ghansoli,2,15416
5651,3400000,670,Ghansoli,1,5074
5652,9300000,1240,Ghansoli,2,7500
5653,10600000,660,Ghansoli,1,16060
5655,18000000,1462,Ghatkopar,3,12311
5656,8500000,676,Ghatkopar,1,12573
5657,29000000,1350,Ghatkopar,3,21481
5658,12000000,957,Ghatkopar,2,12539
5659,22000000,1527,Ghatkopar,3,14407
5660,17500000,1188,Ghatkopar,2,14730
5661,15000000,1805,Ghatkopar,3,8310
5663,28600000,1766,Ghatkopar,3,16194
5665,23500000,1558,Ghatkopar,3,15083
5666,72500000,2014,Ghatkopar West,3,35998
5672,24600000,686,Ghatkopar West,2,35860
5673,34800000,1182,Ghatkopar West,3,29441
5680,27000000,1040,Ghatkopar West,2,25961
5681,11900000,700,Ghatkopar West,2,17000
5682,4000000,750,Ghatkopar West,1,5333
5683,11000000,410,Ghatkopar West,1,26829
5684,10200000,644,Ghatkopar West,1,15838
5685,7300000,644,Ghatkopar West,1,11335
5686,7500000,450,Ghatkopar West,1,16666
5687,7600000,500,Ghatkopar West,1,15200
5688,7700000,500,Ghatkopar West,1,15400
5689,9500000,500,Ghatkopar West,1,19000
5690,8000000,750,Ghatkopar West,1,10666
5691,18500000,500,Ghatkopar West,1,37000
5692,7600000,750,Ghatkopar West,1,10133
5693,8900000,500,Ghatkopar West,1,17800
5694,22400000,996,Ghatkopar West,2,22489
5696,8200000,605,Ghatkopar West,1,13553
5703,27000000,1238,Ghatkopar West,2,21809
5709,41200000,1872,Goregaon,4,22008
5714,12600000,1012,Goregaon,2,12450
5716,11500000,340,Goregaon,1,33823
5717,15500000,1342,Goregaon,2,11549
5719,25600000,1202,Goregaon,2,21297
5720,9000000,1215,Goregaon,2,7407
5721,18000000,3507,Goregaon,6,5132
5722,21000000,987,Goregaon,2,21276
5723,43500000,1040,Goregaon,2,41826
5724,27900000,1404,Goregaon East,2,19871
5725,31500000,1620,Goregaon East,3,19444
5726,36700000,1675,Goregaon East,4,21910
5727,16000000,900,Goregaon East,2,17777
5728,29000000,1404,Goregaon East,2,20655
5729,29400000,1618,Goregaon East,3,18170
5730,25000000,1400,Goregaon East,3,17857
5732,4600000,545,Goregaon East,1,8440
5733,3000000,340,Goregaon East,1,8823
5734,17000000,974,Goregaon East,2,17453
5736,7200000,526,Goregaon East,1,13688
5738,7200000,526,Goregaon East,1,13688
5741,32500000,2015,Goregaon East,4,16129
5744,60000000,2100,Goregaon East,3,28571
5746,60000000,2100,Goregaon East,3,28571
5751,13500000,600,Goregaon East,1,22500
5752,37000000,1456,Goregaon East,3,25412
5753,18000000,1050,Goregaon East,2,17142
5758,19700000,709,Goregaon East,2,27785
5759,28500000,1418,Goregaon East,4,20098
5760,22300000,1035,Goregaon East,2,21545
5761,28500000,1690,Goregaon East,2,16863
5762,31000000,1200,Goregaon East,2,25833
5767,19200000,1100,Goregaon East,2,17454
5769,13500000,659,Goregaon East,1,20485
5770,43000000,1491,Goregaon East,3,28839
5773,48000000,2085,Goregaon East,4,23021
5775,4200000,400,Goregaon East,1,10500
5776,6200000,400,Goregaon East,1,15500
5777,9800000,544,Goregaon East,1,18014
5779,23800000,1638,Goregaon West,3,14529
5780,21200000,1465,Goregaon West,3,14470
5781,36500000,2030,Goregaon West,3,17980
5782,14500000,775,Goregaon West,2,18709
5784,9000000,640,Goregaon West,1,14062
5785,27900000,1656,Goregaon West,3,16847
5786,81600000,3888,Goregaon West,4,20987
5787,60100000,3585,Goregaon West,4,16764
5789,21500000,1500,Goregaon West,3,14333
5790,21500000,1500,Goregaon West,3,14333
5791,21500000,1500,Goregaon West,3,14333
5792,25500000,1650,Goregaon West,3,15454
5793,10000000,546,Goregaon West,1,18315
5794,25700000,1505,Goregaon West,3,17076
5798,18500000,1487,Goregaon West,3,12441
5799,17000000,1065,Goregaon West,2,15962
5801,25000000,1100,Goregaon West,2,22727
5803,19500000,1485,Goregaon West,3,13131
5804,19500000,1485,Goregaon West,3,13131
5807,11700000,700,Goregaon West,1,16714
5808,23900000,1112,Goregaon West,3,21492
5811,28000000,1710,Goregaon West,4,16374
5813,9500000,600,Goregaon West,1,15833
5815,20000000,1600,Goregaon West,3,12500
5819,20700000,1088,Goregaon West,3,19025
5820,20700000,1088,Goregaon West,3,19025
5823,29500000,1399,Goregaon West,3,21086
5825,18000000,1500,Goregaon West,3,12000
5826,18500000,1100,Goregaon West,2,16818
5827,19100000,1100,Goregaon West,2,17363
5830,20000000,1100,Goregaon West,2,18181
5831,13500000,1100,Goregaon West,1,12272
5832,19500000,1100,Goregaon West,1,17727
5839,12500000,830,Goregaon West,1,15060
5845,6148000,1245,Gottigere,2,4938
5847,6419000,1305,Gottigere,2,4918
5848,5584000,1120,Gottigere,2,4985
5850,6058000,1225,Gottigere,2,4945
5852,6396000,1300,Gottigere,2,4920
5854,6283000,1275,Gottigere,2,4927
5856,5674000,1140,Gottigere,2,4977
5860,6216000,1260,Gottigere,2,4933
5862,5606000,1125,Gottigere,2,4983
5863,6193000,1255,Gottigere,2,4934
5864,5651000,1135,Gottigere,2,4978
5865,9050000,1709,Gottigere,3,5295
5866,7000000,1330,Gottigere,2,5263
5867,9050000,1709,Gottigere,3,5295
5868,6800000,1299,Gottigere,2,5234
5869,5500000,1154,Gottigere,2,4766
5870,4700000,950,Gottigere,2,4947
5871,4700000,950,Gottigere,2,4947
5872,9500000,1360,Gottigere,3,6985
5873,5750000,995,Gottigere,2,5778
5874,2500000,630,Govindpuri,2,3968
5875,2400000,600,Govindpuri,2,4000
5876,2399000,620,Govindpuri,2,3869
5877,2000000,1002,Govindpuri,2,1996
5878,2450000,900,Govindpuri,3,2722
5879,2400000,900,Govindpuri,3,2666
5880,4695000,821,Gowrivakkam,2,5718
5882,5267000,921,Gowrivakkam,2,5718
5884,5101000,892,Gowrivakkam,2,5718
5885,3597000,629,Gowrivakkam,1,5718
5886,6600000,1002,Gowrivakkam,2,6586
5887,5710000,1048,Gowrivakkam,2,5448
5888,5710000,1048,Gowrivakkam,2,5448
5889,27500000,1550,Greater Kailash,3,17741
5890,30000000,1600,Greater Kailash,3,18750
5891,15100000,1350,Greater Kailash,2,11185
5892,2100000,450,Greater Kailash,1,4666
5893,32500000,1800,Greater Kailash,3,18055
5894,35000000,1953,Greater Kailash,3,17921
5895,35000000,1953,Greater Kailash,3,17921
5897,105700000,5000,Greater Kailash,3,21140
5898,112800000,4000,Greater Kailash,4,28200
5899,108600000,6976,Greater Kailash,5,15567
5901,254800000,7049,Greater Kailash,5,36146
5902,258600000,6650,Greater Kailash,4,38887
5903,204400000,5500,Greater Kailash,5,37163
5906,42500000,2402,Greater Kailash,3,17693
5907,30000000,2700,Greater Kailash,4,11111
5909,60000000,1700,Greater Kailash,2,35294
5915,280000000,8000,Greater Kailash,5,35000
5916,80000000,5550,Greater Kailash,4,14414
5921,2254000,800,Greater Kailash,2,2817
5922,2800000,800,Greater Kailash,2,3500
5925,2292000,800,Greater Kailash,2,2865
5926,2400000,800,Greater Kailash,2,3000
5927,20000000,1250,Greater Kailash,3,16000
5928,2715000,800,Greater Kailash,2,3393
5931,2300000,800,Greater Kailash,2,2875
5932,2990000,800,Greater Kailash,2,3737
5935,2813000,800,Greater Kailash,2,3516
5937,2262000,800,Greater Kailash,2,2827
5938,2813000,800,Greater Kailash,2,3516
5940,3005000,800,Greater Kailash,2,3756
5942,2980000,800,Greater Kailash,2,3725
5943,2250000,800,Greater Kailash,2,2812
5946,2300000,800,Greater Kailash,2,2875
5947,2990000,800,Greater Kailash,2,3737
5949,2124000,800,Greater Kailash,2,2655
5950,2723000,800,Greater Kailash,2,3403
5952,2124000,800,Greater Kailash,2,2655
5953,2723000,800,Greater Kailash,2,3403
5955,2200000,888,Greater Kailash,2,2477
5956,8000000,965,Greater Kailash,2,8290
5957,11500000,900,Greater Kailash,2,12777
5958,5712000,965,Greater Kailash,2,5919
5959,2450000,1220,Greater Kailash,2,2008
5960,32000000,2412,Greater Kailash,2,13266
5961,3500000,894,Guduvancheri,2,3914
5962,3409000,909,Guduvancheri,2,3750
5963,3242000,861,Guduvancheri,2,3765
5964,2496000,780,Guduvancheri,2,3200
5965,3300000,838,Guduvancheri,2,3937
5969,4386000,1057,Guduvancheri,2,4149
5970,3500000,938,Guduvancheri,2,3731
5971,3584000,1024,Guduvancheri,2,3500
5972,3429999,980,Guduvancheri,2,3499
5973,3615000,1033,Guduvancheri,2,3499
5974,3615000,1033,Guduvancheri,2,3499
5975,3615000,1033,Guduvancheri,2,3499
5976,3039000,893,Guduvancheri,2,3403
5977,5800000,1053,Guduvancheri,2,5508
5978,6200000,1090,Guduvancheri,3,5688
5980,4600000,976,Guduvancheri,3,4713
5984,3153000,861,Guduvancheri,2,3662
5985,3500000,894,Guduvancheri,2,3914
5986,3500000,901,Guduvancheri,2,3884
5987,4791000,1000,Guduvancheri,2,4791
5988,3536000,1000,Guduvancheri,2,3536
5989,5712000,780,Guduvancheri,2,7323
5990,5951000,1600,Guduvancheri,2,3719
5992,8800000,792,Guduvancheri,2,11111
5993,4928000,690,Guduvancheri,2,7142
5994,8000000,982,Guduvancheri,2,8146
5995,4500000,947,Guduvancheri,2,4751
5996,3499000,821,Guduvancheri,2,4261
5997,4800000,828,Guduvancheri,2,5797
5998,4400000,904,Guduvancheri,2,4867
5999,4226000,903,Guduvancheri,2,4679
6000,8500000,1500,Guindy,3,5666
6001,5527000,930,Guindy,2,5943
6002,19000000,1850,Guindy,3,10270
6003,19500000,1850,Guindy,3,10540
6004,6000000,1850,Guindy,3,3243
6005,18500000,1850,Guindy,3,10000
6006,19200000,1850,Guindy,3,10378
6007,19000000,1850,Guindy,3,10270
6008,8000000,1850,Guindy,3,4324
6009,8100000,1850,Guindy,3,4378
6010,8600000,1850,Guindy,3,4648
6011,13000000,2200,Guindy,3,5909
6013,13000000,2200,Guindy,3,5909
6014,4500000,1250,HBR Layout,2,3600
6015,7600000,2300,HBR Layout,4,3304
6016,7077000,1053,HBR Layout,2,6720
6017,7053000,1048,HBR Layout,2,6729
6018,6768000,1050,HBR Layout,2,6445
6019,2536000,770,HBR Layout,1,3293
6020,4054000,1060,HBR Layout,2,3824
6021,3613000,760,HBR Layout,1,4753
6022,4240000,765,HBR Layout,1,5542
6023,3335000,763,HBR Layout,1,4370
6025,6912000,770,Haltu,2,8976
6026,3600000,720,Haltu,2,5000
6027,9500000,720,Haltu,2,13194
6028,4000000,720,Haltu,2,5555
6029,7100000,720,Haltu,2,9861
6030,16000000,1575,Haltu,3,10158
6033,4200000,910,Haltu,2,4615
6034,2250000,806,Haltu,2,2791
6035,5300000,864,Haltu,2,6134
6036,5300000,854,Haltu,2,6206
6037,2250000,806,Haltu,2,2791
6038,3500000,864,Haltu,2,4050
6039,4000000,854,Haltu,2,4683
6042,10000000,852,Haltu,2,11737
6043,6500000,650,Haltu,2,10000
6044,5500000,650,Haltu,2,8461
6045,7680000,1070,Haltu,3,7177
6048,3352000,780,Haltu,2,4297
6049,6938000,650,Haltu,2,10673
6050,3700000,650,Haltu,2,5692
6051,3600000,650,Haltu,2,5538
6052,4571000,650,Haltu,2,7032
6053,3500000,813,Haltu,2,4305
6054,4500000,813,Haltu,2,5535
6055,3097000,813,Haltu,2,3809
6056,6938000,650,Haltu,2,10673
6057,3700000,650,Haltu,2,5692
6058,3600000,650,Haltu,2,5538
6059,4571000,650,Haltu,2,7032
6060,3500000,813,Haltu,2,4305
6061,4500000,813,Haltu,2,5535
6062,6300000,813,Haltu,2,7749
6063,8881000,1250,Haltu,3,7104
6064,2700000,500,Haltu,1,5400
6071,3000000,450,Hari Nagar,1,6666
6073,3000000,450,Hari Nagar,1,6666
6076,3000000,450,Hari Nagar,1,6666
6078,3000000,500,Hari Nagar,1,6000
6079,7500000,4506,Hari Nagar,5,1664
6080,16000000,1980,Hari Nagar,4,8080
6083,2600000,600,Hari Nagar,1,4333
6084,2400000,600,Hari Nagar,1,4000
6085,2600000,650,Hari Nagar,1,4000
6088,4700000,2900,Hari Nagar,4,1620
6090,2500000,550,Hari Nagar,1,4545
6092,3600000,2700,Hari Nagar,6,1333
6093,5400000,750,Hari Nagar,2,7200
6095,5600000,550,Hari Nagar,1,10181
6097,11500000,900,Hari Nagar,2,12777
6098,19500000,2597,Harlur,4,7508
6099,18500000,2569,Harlur,4,7201
6100,9500000,1270,Harlur,2,7480
6101,12500000,1550,Harlur,3,8064
6102,12000000,1550,Harlur,3,7741
6103,10400000,1460,Harlur,3,7123
6104,13500000,1830,Harlur,3,7377
6105,8216000,1467,Harlur,2,5600
6108,8864000,1085,Harlur,3,8169
6109,8019000,1050,Harlur,3,7637
6110,7706000,1376,Harlur,2,5600
6112,5719000,1271,Harlur,2,4499
6113,5719000,1271,Harlur,2,4499
6114,40000000,2942,Harlur,4,13596
6115,25000000,2368,Harlur,4,10557
6116,20000000,1946,Harlur,3,10277
6117,17700000,1752,Harlur,3,10102
6118,14400000,1483,Harlur,2,9710
6119,5719000,1271,Harlur,2,4499
6121,6509000,1385,Harlur,2,4699
6124,5701000,1213,Harlur,2,4699
6125,5964000,1269,Harlur,2,4699
6126,5503000,1171,Harlur,2,4699
6127,5625000,1197,Harlur,2,4699
6128,9200000,1270,Harlur,2,7244
6129,13200000,1880,Harlur,3,7021
6130,10400000,1460,Harlur,3,7123
6131,10600000,1460,Harlur,3,7260
6132,8863000,1220,Harlur,2,7264
6133,9500000,1060,Harlur,2,8962
6134,9810000,1264,Harlur,3,7761
6135,5229000,910,Harlur,2,5746
6136,5503000,1269,Harlur,2,4336
6137,5625000,1171,Harlur,2,4803
6138,5329000,1197,Harlur,2,4451
6139,5780000,486,Harlur,1,11893
6140,5143000,891,Harlur,2,5772
6141,8672000,1213,Harlur,3,7149
6142,5229000,910,Harlur,2,5746
6143,18500000,2597,Harlur,4,7123
6146,14000000,1235,Harlur,2,11336
6147,22200000,3265,Harlur,4,6799
6151,8441000,1470,Harlur,2,5742
6152,11200000,1200,Harlur,2,9333
6156,4158000,825,Harlur,1,5040
6157,4704000,990,Harlur,2,4751
6158,6000000,1120,Harlur,2,5357
6160,11700000,1235,Harlur,2,9473
6163,8441000,1470,Harlur,2,5742
6164,11200000,1200,Harlur,2,9333
6172,10400000,1260,Harlur,2,8253
6173,9165000,1460,Harlur,3,6277
6174,6900000,1270,Harlur,2,5433
6176,13200000,1510,Harlur,3,8741
6177,13000000,1880,Harlur,3,6914
6180,25400000,2805,Harlur,4,9055
6181,26000000,3490,Harlur,4,7449
6182,6909999,545,Harlur,1,12678
6185,9000000,1303,Harlur,2,6907
6190,11399999,1760,Harlur,3,6477
6191,22300000,1620,Harlur,3,13765
6192,8863000,1235,Harlur,2,7176
6193,8896000,1235,Harlur,2,7203
6194,9098000,1225,Harlur,2,7426
6197,2899000,1230,Harlur,2,2356
6199,18500000,1810,Harlur,3,10220
6200,2899000,1260,Harlur,2,2300
6201,10300000,1270,Harlur,2,8110
6202,3869000,1250,Harlur,2,3095
6204,8000000,1331,Harlur,2,6010
6206,13300000,1200,Harlur,2,11083
6207,13200000,1630,Harlur,3,8098
6208,10700000,1630,Harlur,3,6564
6210,18500000,1510,Harlur,3,12251
6212,14500000,1850,Harlur,3,7837
6213,60100000,6500,Hebbal,4,9246
6214,36000000,3900,Hebbal,4,9230
6215,36000000,3895,Hebbal,4,9242
6216,52200000,5654,Hebbal,4,9232
6217,50800000,5500,Hebbal,4,9236
6218,13600000,1939,Hebbal,3,7013
6219,11399999,1628,Hebbal,3,7002
6220,11800000,1687,Hebbal,3,6994
6221,12000000,1712,Hebbal,3,7009
6222,12700000,1812,Hebbal,3,7008
6223,13400000,1911,Hebbal,3,7012
6224,38900000,3870,Hebbal,4,10051
6225,37000000,3729,Hebbal,4,9922
6226,31000000,2927,Hebbal,3,10591
6227,15700000,1800,Hebbal,3,8722
6228,14100000,1682,Hebbal,3,8382
6229,14500000,1800,Hebbal,3,8055
6230,14100000,1682,Hebbal,3,8382
6231,10200000,1309,Hebbal,2,7792
6232,16500000,2000,Hebbal,3,8250
6233,28000000,2700,Hebbal,2,10370
6234,30299999,3800,Hebbal,4,7973
6236,12700000,1670,Hebbal,3,7604
6238,21000000,2600,Hebbal,3,8076
6240,3779999,1290,Hebbal,2,2930
6241,3779999,1290,Hebbal,2,2930
6242,24000000,3860,Hebbal,4,6217
6244,24000000,3860,Hebbal,4,6217
6248,23500000,3900,Hebbal,4,6025
6250,9359000,1520,Hebbal,3,6157
6252,3484000,1450,Hebbal,2,2402
6253,4100000,1417,Hebbal,2,2893
6254,15000000,1129,Hebbal,2,13286
6256,5544000,1096,Hebbal,2,5058
6257,3232000,1294,Hebbal,2,2497
6258,3217000,1096,Hebbal,2,2935
6261,6015000,1294,Hebbal,2,4648
6262,10500000,1561,Hennur,3,6726
6263,9800000,1450,Hennur,3,6758
6264,8100000,1180,Hennur,2,6864
6265,8100000,1180,Hennur,2,6864
6266,5972000,1471,Hennur,2,4059
6267,16299999,2088,Hennur,3,7806
6269,13799999,2061,Hennur,3,6695
6270,7326000,1250,Hennur,2,5860
6273,7800000,1422,Hennur,3,5485
6276,9405000,1137,Hennur,2,8271
6277,5200000,1250,Hennur,2,4160
6278,3888000,1250,Hennur,2,3110
6279,5703000,1135,Hennur,2,5024
6280,9400000,1208,Hennur,2,7781
6282,5000000,1006,Hennur,2,4970
6283,9000000,1200,Hennur,2,7500
6284,6017000,1266,Hennur,2,4752
6285,4900000,1417,Hennur,2,3458
6286,9400000,1204,Hennur,2,7807
6287,3704999,1005,Hennur,2,3686
6288,4318000,1143,Hennur,2,3777
6289,8000000,1143,Hennur,3,6999
6290,7509999,1131,Hennur,2,6640
6291,4300000,550,Hennur,1,7818
6292,7798999,1039,Hennur,1,7506
6293,3864000,1180,Hennur,2,3274
6299,8400000,1380,Hennur Road,3,6086
6300,2848000,1185,Hennur Road,2,2403
6301,3083000,1460,Hennur Road,3,2111
6302,7000000,1095,Hennur Road,2,6392
6303,3900000,1482,Hennur Road,3,2631
6304,2900000,1482,Hennur Road,3,1956
6305,3900000,1185,Hennur Road,2,3291
6306,19800000,1482,Hennur Road,3,13360
6307,18300000,1482,Hennur Road,3,12348
6308,6403000,1482,Hennur Road,3,4320
6309,3180000,1090,Hennur Road,2,2917
6310,4260000,1482,Hennur Road,3,2874
6311,8126000,1482,Hennur Road,3,5483
6312,7367000,1482,Hennur Road,3,4970
6313,7545999,1482,Hennur Road,3,5091
6314,9298000,1482,Hennur Road,3,6273
6315,29000000,3498,Hitech City,4,8290
6316,29000000,3498,Hitech City,4,8290
6318,28200000,3500,Hitech City,4,8057
6319,25600000,3031,Hitech City,4,8446
6320,8600000,1150,Hitech City,2,7478
6321,8600000,1150,Hitech City,2,7478
6322,8600000,1150,Hitech City,2,7478
6323,8600000,1150,Hitech City,2,7478
6324,13000000,1350,Hitech City,3,9629
6325,8625000,1150,Hitech City,2,7500
6326,27500000,3090,Hitech City,4,8899
6327,9000000,1150,Hitech City,2,7826
6328,9000000,1150,Hitech City,2,7826
6329,8600000,1150,Hitech City,2,7478
6330,8625000,1150,Hitech City,2,7500
6331,19500000,2350,Hitech City,3,8297
6332,19500000,2350,Hitech City,3,8297
6333,26100000,3147,Hitech City,4,8293
6334,25600000,3090,Hitech City,4,8284
6335,25200000,3044,Hitech City,4,8278
6336,17000000,2051,Hitech City,3,8288
6337,29000000,3498,Hitech City,4,8290
6338,25700000,3101,Hitech City,4,8287
6339,25299999,3049,Hitech City,4,8297
6340,14400000,1738,Hitech City,3,8285
6341,11200000,1355,Hitech City,2,8265
6342,11000000,1334,Hitech City,2,8245
6343,11100000,1346,Hitech City,2,8246
6344,11000000,1327,Hitech City,2,8289
6345,29000000,3494,Hitech City,4,8299
6346,11000000,1336,Hitech City,2,8233
6352,23000000,3044,Hitech City,4,7555
6361,21000000,2380,Hitech City,3,8823
6362,29000000,3498,Hitech City,4,8290
6363,29000000,3498,Hitech City,4,8290
6364,29000000,3493,Hitech City,4,8302
6369,20500000,2595,Hitech City,3,7899
